Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0010004138863873213,0.0,0.1,0.0,0.0,Feb,2,2,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,4,1,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,4.168391193801555e-05,0.05,0.14,0.0,0.0,Feb,3,2,2,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.014184397163120567,0.00980874552668819,0.02,0.05,0.0,0.0,Feb,3,3,1,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.02695035460992908,0.002410632732485081,0.015789474,0.024561404,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.4,Feb,2,4,3,3,Returning_Visitor,False,False
0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,Feb,1,2,1,5,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005783642780676702,0.0,0.1,0.0,0.8,Feb,2,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.011536022627403799,0.0,0.022222222,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.006174429455046749,0.0,0.066666667,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.02269503546099291,0.006373730658975473,0.01875,0.025833333,0.0,0.4,Feb,1,1,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.009929078014184398,0.004384626486431932,0.0,0.028571429,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00851063829787234,0.001531883763530586,0.0,0.066666667,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.001062939754286529,0.0,0.1,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False
0.07407407407407407,0.01559396837072453,0.0,0.0,0.032624113475177303,0.02607774374220195,0.008333333,0.016312636,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.018439716312056736,0.005236020388180524,0.0,0.007692308,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005002069431936607,0.0,0.1,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.028368794326241134,0.046600008301590744,0.0,0.01,0.0,0.0,Feb,2,4,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.011347517730496455,0.0021284847535899074,0.0,0.008333333,0.0,1.0,Feb,2,2,5,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0,0.2,0.2,0.0,0.0,Feb,3,3,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.001641304032354199,0.0,0.033333333,0.0,0.0,Feb,3,2,1,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.00023447200462202846,0.0,0.1,0.0,0.8,Feb,2,4,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.0070921985815602835,0.0024385088480690957,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,False
0.14814814814814814,0.01900698786318499,0.0,0.0,0.04539007092198582,0.0177486623281083,0.002857143,0.00952381,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0011879914900849442,0.05,0.1,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0009847824194125195,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,False,False
0.037037037037037035,0.0017653549098933432,0.041666666666666664,0.0,0.06382978723404255,0.0247407043543677,0.043478261,0.050821256,0.14976560109491724,0.4,Feb,3,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005471013441180663,0.0,0.1,0.0,0.0,Feb,1,1,6,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.0012192544240345478,0.0,0.066666667,0.0,0.0,Feb,1,2,6,6,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.011347517730496455,0.003274792331220997,0.0,0.025,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.014184397163120567,0.002870979434892997,0.04,0.08,0.0,0.0,Feb,1,1,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.019858156028368795,0.005947773183912122,0.014285714,0.028571429,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.07375886524822695,0.03261103632061186,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.011347517730496455,0.0060650091862231355,0.025,0.05625,0.0,0.0,Feb,3,2,1,4,Returning_Visitor,True,False
0.07407407407407407,0.00529606472968003,0.0,0.0,0.0070921985815602835,0.0046581771584909655,0.0,0.028571429,0.0,0.8,Feb,2,2,8,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.009929078014184398,0.0009847824194125195,0.028571429,0.071428571,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.01276595744680851,0.007534367081854514,0.0,0.022222222,0.0,0.0,Feb,2,5,1,6,Returning_Visitor,False,False
0.037037037037037035,0.002648032364840015,0.0,0.0,0.06524822695035461,0.06384506896955953,0.0,0.001794872,0.0,0.0,Feb,2,2,8,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.0003438922734456417,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.02127659574468085,0.004848360007205437,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005314698771432645,0.0,0.05,0.0,0.4,Feb,3,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0013755690937825669,0.0,0.05,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.031205673758865248,0.00972668032507048,0.003030303,0.006060606,0.0,0.2,Feb,2,5,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.019858156028368795,0.0034764382551959417,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00425531914893617,0.0012505173579841517,0.066666667,0.133333333,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.015602836879432624,0.012518199801799471,0.0,0.003636364,0.0,0.0,Feb,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.01702127659574468,0.004144943993339352,0.011111111,0.026111111,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0028368794326241137,0.000453312542269255,0.0,0.1,0.0,1.0,Feb,2,4,4,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0025010347159683034,0.0,0.075,0.0,0.0,Feb,4,2,2,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0021206690201025064,0.05,0.025,0.0,0.4,Feb,3,3,1,4,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.2,Feb,2,4,1,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False
0.14814814814814814,0.016476645825671203,0.08333333333333333,0.04707036038244668,0.05106382978723404,0.015611797379379653,0.0,0.014736467,0.05375629693529549,0.2,Feb,2,2,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.005673758865248227,0.0016256725653793973,0.0,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,False,False
0.07407407407407407,0.004707613093048915,0.0,0.0,0.02269503546099291,0.005966320042966313,0.011764706,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.00851063829787234,0.0026417179187415204,0.0,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.011347517730496455,0.0062650919635006,0.05,0.120833333,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False
0.4444444444444444,0.0822115974108128,0.0,0.0,0.059574468085106386,0.024284786562392156,0.009,0.019666667,0.10589367657135017,0.0,Feb,1,1,3,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.019858156028368795,0.01104363141769754,0.0,0.007142857,0.0,0.0,Feb,2,2,5,4,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,0.2,0.2,0.0,0.0,Feb,2,2,4,3,Returning_Visitor,False,False
0.1111111111111111,0.025842834374402355,0.0,0.0,0.03829787234042553,0.012479121134362467,0.0,0.012643678,0.06334530812746439,0.8,Feb,2,2,3,1,Returning_Visitor,False,True
0.14814814814814814,0.012945936005884517,0.0,0.0,0.1276595744680851,0.10866952419793316,0.002150538,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False
